Real_Estate_Id,Deeded_Acreage,Total_Sale_Price,Total_Sale_Date,Month_Year_of_Sale,Year_of_Sale,Year_Built,Year_Remodeled,Heated_Area,Num_Stories,Design_Style,Bath,Utilities,Physical_City,Physical_Zip
817,0.18,290000,3/4/19,19-Mar,2019,1973,2019,2050,One Story,Conventional,2 Bath,ALL,Raleigh,27615
818,0.33,236500,12/13/18,18-Dec,2018,1972,1972,1530,One Story,Conventional,2½ Bath,ALL,Raleigh,27615
819,0.35,120000,9/3/14,14-Sep,2014,1972,1972,1080,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
820,0.18,134000,8/26/04,4-Aug,2004,1972,1972,1480,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
822,0.27,263000,12/13/18,18-Dec,2018,1973,1973,2000,One Story,Conventional,2½ Bath,ALL,Raleigh,27615
823,0.22,174000,10/16/15,15-Oct,2015,1980,1980,1900,One Story,Conventional,2½ Bath,ALL,Raleigh,27615
824,0.4,95000,9/29/09,9-Sep,2009,1980,1980,1425,One Story,Conventional,2 Bath,ALL,Raleigh,27615
825,0.19,138000,6/12/17,17-Jun,2017,1973,1973,1093,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
826,0.19,152000,7/30/09,9-Jul,2009,1973,1973,1221,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
827,0.18,88000,8/9/05,5-Aug,2005,1973,1973,1161,One Story,Conventional,2 Bath,ALL,Raleigh,27615
829,0.16,29000,1/1/77,Jan-77,1977,1973,1973,1000,One Story,Conventional,1 Bath,ALL,Raleigh,27615
830,0.19,101000,8/20/10,10-Aug,2010,1973,1973,920,One Story,Conventional,Other,ALL,Raleigh,27615
831,0.19,23500,8/15/83,Aug-83,1983,1973,1973,1298,One Story,Conventional,2 Bath,ALL,Raleigh,27615
832,0.28,165000,10/28/16,16-Oct,2016,1973,1973,1152,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
834,0.27,88000,10/25/95,Oct-95,1995,1971,1971,1254,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
835,0.25,100000,3/29/00,Mar-00,2000,1971,1971,1050,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
836,0.23,227000,10/30/20,20-Oct,2020,1972,1972,1080,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
837,0.23,109000,1/19/07,7-Jan,2007,1972,1972,1080,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
838,0.21,36000,1/1/78,Jan-78,1978,1972,1972,1020,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27615
839,3,130000,12/12/03,3-Dec,2003,1947,1947,2022,One Story,Conventional,1 Bath,ALL,Raleigh,27610
840,0.61,800000,11/8/19,19-Nov,2019,1970,1970,3579,One Story,Split level,3 Bath,ALL,Cary,27511
842,0.38,370000,2/19/19,19-Feb,2019,1967,1967,1875,One Story,Split level,2½ Bath,ALL,Raleigh,27609
846,0.29,31500,1/1/68,Jan-68,1968,1967,1967,2569,One Story,Split level,Other,ALL,Raleigh,27609
847,0.26,140000,11/14/05,5-Nov,2005,1948,1948,1080,One Story,Conventional,2 Bath,ALL,Raleigh,27607
848,0.3,400000,8/16/18,18-Aug,2018,1960,1960,1563,One Story,Conventional,2 Bath,ALL,Raleigh,27609
849,0.4,257000,8/2/12,12-Aug,2012,1961,1961,1776,One Story,Split level,2½ Bath,ALL,Raleigh,27609
850,0.15,525000,5/2/16,16-May,2016,1909,1909,2286,Other,Conventional,2 Bath,ALL,Raleigh,27604
852,0.27,120000,12/16/96,Dec-96,1996,1971,1971,1826,One Story,Split level,1 ½ Bath,ALL,Cary,27511
853,0.29,180000,8/30/13,13-Aug,2013,1971,1971,1804,One Story,Conventional,2 Bath,ALL,Raleigh,27609
854,3.81,260000,8/10/17,17-Aug,2017,1937,1937,2228,Other,Conventional,2 Bath,WSE,Fuquay Varina,27526
859,0.54,300000,6/20/07,7-Jun,2007,1968,1968,3294,One Story,Conventional,2½ Bath,WGE,Raleigh,27612
860,0.28,307500,8/2/13,13-Aug,2013,1955,1955,1334,One Story,Conventional,1 Bath,ALL,Raleigh,27612
867,0.7,301500,6/9/06,6-Jun,2006,1969,1969,2769,One Story,Split level,3 Bath,GE,Raleigh,27615
870,0.86,232500,9/16/04,4-Sep,2004,1910,1910,2880,Other,Conventional,2½ Bath,WSE,Fuquay Varina,27526
875,0.17,625000,4/6/21,21-Apr,2021,1930,1930,1536,One Story,Conventional,2 Bath,ALL,Raleigh,27608
877,0.47,97000,2/28/92,Feb-92,1992,1972,1972,1841,One Story,Split Foyer,3 Bath,E,Raleigh,27603
878,0.47,305000,6/25/21,21-Jun,2021,1960,1960,1688,One Story,Ranch,2 Bath,E,Raleigh,27603
882,0.17,1000,4/12/83,Apr-83,1983,1982,1982,864,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
888,0.63,240000,1/15/10,10-Jan,2010,1915,2010,3688,Other,Conventional,1 ½ Bath,ALL,Fuquay Varina,27526
892,0.48,255000,1/12/21,21-Jan,2021,1954,1954,1039,One Story,Conventional,1 Bath,E,Wake Forest,27587
892,0.48,255000,1/12/21,21-Jan,2021,1960,1960,1789,One Story,Conventional,1 Bath,E,Wake Forest,27587
896,1.5,238400,5/11/17,17-May,2017,1954,1954,1523,One Story,Conventional,2 Bath,E,Apex,27539
903,1.33,6100200,1/30/18,18-Jan,2018,1999,1999,5376,One Story,Conventional,2 Bath,ALL,Raleigh,27603
904,0.32,633000,9/30/20,20-Sep,2020,1961,1961,1838,One Story,Ranch,3 Bath,ALL,Raleigh,27609
905,0.3,195000,1/30/02,2-Jan,2002,1969,1969,2010,One Story,Split level,2½ Bath,ALL,Raleigh,27609
906,0.43,130000,6/22/94,Jun-94,1994,1962,1962,2353,One Story,Split level,3½ Bath,ALL,Cary,27511
907,0.58,230500,8/11/16,16-Aug,2016,1960,1960,1486,One Story,Ranch,1 ½ Bath,E,Raleigh,27615
908,0.47,245000,5/6/86,May-86,1986,1967,1967,4074,Other,Conventional,2½ Bath,ALL,Raleigh,27609
909,0.64,146500,8/6/12,12-Aug,2012,1955,1955,1706,One Story,Ranch,2 Bath,WSE,Wendell,27591
910,0.42,330000,7/18/14,14-Jul,2014,1967,1967,2926,One Story,Split Foyer,3 Bath,ALL,Raleigh,27607
911,0.4,227000,6/26/19,19-Jun,2019,1968,1968,1858,One Story,Split level,2 Bath,ALL,Raleigh,27609
912,0.34,105000,7/1/08,8-Jul,2008,1920,1920,1296,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
912,0.34,105000,7/1/08,8-Jul,2008,1940,1940,1176,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
919,0.45,243000,6/1/15,15-Jun,2015,1918,1918,3313,Other,Conventional,3½ Bath,WSE,Fuquay Varina,27526
920,0.62,35000,1/29/92,Jan-92,1992,1910,1910,2000,One Story,Conventional,2 Bath,WSE,Fuquay Varina,27526
923,0.19,126000,7/11/17,17-Jul,2017,1920,1920,1374,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
925,0.17,25000,4/11/96,Apr-96,1996,1930,1930,1232,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
926,0.19,58000,2/21/06,6-Feb,2006,1936,1936,1198,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
938,0.25,35000,9/15/06,6-Sep,2006,1910,1910,1500,One Story,Conventional,1 ½ Bath,WSE,Fuquay Varina,27526
941,0.17,55000,8/27/01,1-Aug,2001,1931,1931,1168,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
943,0.31,58000,1/6/11,11-Jan,2011,1930,1930,1176,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
943,0.31,58000,1/6/11,11-Jan,2011,1920,1920,1252,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
947,0.24,145000,10/20/15,15-Oct,2015,1970,1970,2272,Other,Conventional,2½ Bath,ALL,Raleigh,27610
948,0.43,52000,9/29/92,Sep-92,1992,1948,1948,1762,One Story,Conventional,2 Bath,WSE,Fuquay Varina,27526
951,0.29,70000,5/30/14,14-May,2014,1980,1980,1426,One Story,Conventional,1 ½ Bath,ALL,Holly Springs,27540
957,1.68,250000,1/8/16,16-Jan,2016,1984,1984,2366,Two Story,Conventional,3 Bath,E,Fuquay Varina,27526
960,1.58,400000,4/28/17,17-Apr,2017,1981,1981,3519,Other,Conventional,1 ½ Bath,E,Fuquay Varina,27526
964,1.77,500000,1/6/20,20-Jan,2020,1982,1982,3421,Other,Conventional,2½ Bath,E,Fuquay Varina,27526
967,2.24,325000,3/1/01,1-Mar,2001,1975,1975,2278,One Story,Conventional,2 Bath,E,Fuquay Varina,27526
970,1.65,410000,12/14/16,16-Dec,2016,1989,1989,3319,One Story,Contemporary,3½ Bath,E,Fuquay Varina,27526
985,0.37,203500,11/2/06,6-Nov,2006,1930,1930,2127,One Story,Conventional,2 Bath,WSE,Fuquay Varina,27526
987,2.38,475000,11/23/15,15-Nov,2015,1970,1970,4726,Other,Conventional,3½ Bath,E,Fuquay Varina,27526
996,0.27,225000,5/9/17,17-May,2017,1966,2016,2208,One Story,Conventional,2 Bath,ALL,Raleigh,27604
997,0.35,240000,3/24/17,17-Mar,2017,1971,1971,1753,One Story,Split level,2½ Bath,ALL,Cary,27511
999,0.42,119000,12/2/88,Dec-88,1988,1956,1956,2500,Two Story,Conventional,3 Bath,ALL,Raleigh,27607
1001,0.2,580000,3/29/21,21-Mar,2021,1928,1928,1705,Other,Conventional,1 ½ Bath,ALL,Raleigh,27608
1001,0.2,580000,3/29/21,21-Mar,2021,1969,1969,1412,Other,Conventional,1 Bath,ALL,Raleigh,27608
1002,0.31,325000,4/6/15,15-Apr,2015,1968,1968,2355,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1003,0.49,389000,8/8/13,13-Aug,2013,1963,1963,2868,One Story,Conventional,3 Bath,ALL,Raleigh,27612
1004,0.1,12500,1/1/72,Jan-72,1972,1923,1923,1148,One Story,Conventional,1 Bath,ALL,Raleigh,27603
1005,0.15,265000,4/30/13,13-Apr,2013,1920,1920,1121,One Story,Conventional,1 Bath,ALL,Raleigh,27603
1006,0.09,37500,3/31/05,5-Mar,2005,1915,1915,1364,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1009,0.37,142000,6/22/17,17-Jun,2017,1970,1970,1080,One Story,Conventional,1 ½ Bath,ALL,Garner,27529
1013,0.48,32000,3/1/81,Mar-81,1981,1955,1955,1408,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1015,0.65,340000,4/29/97,Apr-97,1997,1950,2017,2333,One Story,Conventional,3 Bath,ALL,Raleigh,27609
1016,0.32,223000,9/27/19,19-Sep,2019,1961,1961,2114,One Story,Conventional,Other,ALL,Raleigh,27610
1017,0.26,305000,7/26/19,19-Jul,2019,1960,2018,1520,One Story,Split level,2½ Bath,ALL,Raleigh,27610
1018,0.43,24500,1/1/69,Jan-69,1969,1959,1959,2519,One Story,Split level,2 Bath,ALL,Cary,27511
1019,0.74,94000,10/12/00,Oct-00,2000,1962,1962,1570,One Story,Conventional,2 Bath,ALL,Raleigh,27603
1021,2.09,1725000,5/11/21,21-May,2021,1964,1964,3948,Other,Conventional,3½ Bath,ALL,Raleigh,27609
1024,0.47,218000,7/27/18,18-Jul,2018,1963,1963,1339,One Story,Split Foyer,2 Bath,ALL,Raleigh,27604
1026,0.51,47500,1/1/79,Jan-79,1979,1963,1963,1500,One Story,Conventional,1 ½ Bath,GE,Raleigh,27606
1027,0.25,250000,5/6/20,20-May,2020,1965,1965,1075,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27609
1028,1.04,37000,1/1/77,Jan-77,1977,1959,1959,2025,One Story,Conventional,2 Bath,GE,Raleigh,27606
1029,0.46,100000,2/16/15,15-Feb,2015,1956,1956,3292,Two Story,Conventional,3 Bath,WSE,Garner,27529
1030,0.33,170000,5/11/05,5-May,2005,1988,1988,1483,Other,Conventional,2 Bath,ALL,Cary,27511
1031,0.89,57000,1/1/76,Jan-76,1976,1966,1966,4505,One Story,Split level,3½ Bath,ALL,Cary,27511
1032,0.47,129000,9/2/97,Sep-97,1997,1966,1966,1662,One Story,Conventional,2 Bath,WSE,Wake Forest,27587
1033,0.79,1500,4/9/99,Apr-99,1999,1942,1942,2591,One Story,Conventional,3 Bath,ALL,Garner,27529
1034,0.82,146500,7/30/91,Jul-91,1991,1971,1971,2428,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1035,0.88,30500,5/11/99,May-99,1999,1951,1951,1128,One Story,Conventional,1 Bath,GE,Raleigh,27606
1036,0.47,346500,10/1/98,Oct-98,1998,1955,1955,2717,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1037,0.04,195000,7/18/12,12-Jul,2012,1969,1969,2113,Other,Townhouse,3 Bath,ALL,Raleigh,27607
1038,0.4,928000,2/8/13,13-Feb,2013,2009,2009,5281,Other,Conventional,3½ Bath,ALL,Raleigh,27609
1041,0.36,119500,9/25/98,Sep-98,1998,1966,1966,1476,One Story,Split level,2½ Bath,ALL,Raleigh,27604
1042,0.42,150000,9/24/90,Sep-90,1990,1970,1970,2408,Other,Conventional,3 Bath,ALL,Raleigh,27612
1045,1.17,80000,11/4/04,4-Nov,2004,1963,1963,900,One Story,Conventional,1 Bath,E,New Hill,27562
1046,0.2,260000,1/12/15,15-Jan,2015,2017,2017,2565,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1047,0.54,23000,1/1/70,Jan-70,1970,1970,1970,1500,One Story,Ranch,2 Bath,E,Knightdale,27545
1048,0.21,262000,7/19/12,12-Jul,2012,1949,1949,1704,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27608
1049,0.14,620000,4/19/18,18-Apr,2018,1978,2014,2625,Other,Conventional,3 Bath,ALL,Raleigh,27608
1050,0.36,92000,11/25/91,Nov-91,1991,1965,1965,1606,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1051,0.46,460000,1/29/15,15-Jan,2015,1961,1961,3240,One Story,Split level,3 Bath,ALL,Raleigh,27609
1052,0.45,128000,5/26/00,May-00,2000,1956,1956,1697,One Story,Conventional,1 Bath,ALL,Raleigh,27609
1054,0.92,200000,10/31/07,7-Oct,2007,1968,1968,2035,One Story,Ranch,2 Bath,E,Raleigh,27606
1056,0.84,117000,8/1/86,Aug-86,1986,1986,1986,1830,Other,Conventional,2½ Bath,E,Raleigh,27606
1061,0.28,200000,10/31/00,Oct-00,2000,1951,1951,1690,One Story,Conventional,3 Bath,ALL,Raleigh,27608
1068,0.35,105000,12/9/02,2-Dec,2002,1963,1963,1000,One Story,Conventional,Other,ALL,Raleigh,27610
1071,0.41,262000,10/26/07,7-Oct,2007,1961,1961,2561,One Story,Conventional,2½ Bath,ALL,Cary,27511
1072,0.41,27500,1/1/74,Jan-74,1974,1959,1959,1408,One Story,Conventional,1 Bath,ALL,Cary,27511
1073,1.43,150000,9/26/17,17-Sep,2017,1955,1955,1421,One Story,Conventional,1 Bath,WGE,Garner,27529
1076,0.42,150000,11/17/95,Nov-95,1995,1960,1960,2006,One Story,Ranch,2 Bath,ALL,Raleigh,27609
1077,0.82,58600,12/20/18,18-Dec,2018,1952,1952,1861,One Story,Conventional,1 Bath,WGE,Garner,27529
1082,0.57,369500,6/23/15,15-Jun,2015,2015,2015,2468,Other,Conventional,2½ Bath,E,Raleigh,27606
1083,0.48,333500,6/10/21,21-Jun,2021,1968,1968,1371,One Story,Ranch,2 Bath,E,Raleigh,27606
1092,0.33,105000,6/28/01,1-Jun,2001,1965,1965,1507,One Story,Ranch,2 Bath,ALL,Garner,27529
1094,0.34,260000,1/5/09,9-Jan,2009,1958,1958,1862,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1099,0.43,48000,1/1/79,Jan-79,1979,1959,1959,1726,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1100,0.39,42500,1/1/77,Jan-77,1977,1966,1966,1655,One Story,Split level,2½ Bath,ALL,Raleigh,27606
1107,1,129000,9/23/05,5-Sep,2005,1967,1967,1462,One Story,Conventional,1 ½ Bath,E,Raleigh,27603
1108,0.14,799000,7/20/18,18-Jul,2018,2018,2018,2866,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1109,0.41,805000,5/3/13,13-May,2013,1951,1951,3562,Two Story,Conventional,3½ Bath,ALL,Raleigh,27608
1110,0.61,457500,4/15/13,13-Apr,2013,1971,1971,3743,Other,Conventional,3½ Bath,ALL,Raleigh,27612
1116,0.94,168000,11/24/99,Nov-99,1999,2018,2018,2983,One Story,Conventional,3½ Bath,ALL,Raleigh,27609
1117,0.35,105000,8/22/97,Aug-97,1997,1969,1969,1558,One Story,Ranch,2 Bath,ALL,Garner,27529
1121,0.2,345000,11/10/16,16-Nov,2016,1927,1927,1321,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1126,0.12,125000,5/17/21,21-May,2021,1954,1954,884,One Story,Conventional,1 Bath,WSE,Zebulon,27597
1136,0.18,190000,2/21/12,12-Feb,2012,1920,1920,1275,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1137,0.22,60000,9/28/17,17-Sep,2017,1905,1905,1022,One Story,Conventional,1 Bath,ALL,Wake Forest,27587
1139,0.46,104000,3/1/13,13-Mar,2013,1963,1963,1522,One Story,Conventional,1 ½ Bath,GE,Raleigh,27604
1141,0.33,1105000,5/15/15,15-May,2015,2015,2015,3677,Two Story,Conventional,3½ Bath,ALL,Raleigh,27608
1143,0.49,33500,7/1/10,10-Jul,2010,1960,1960,1465,One Story,Conventional,1 Bath,E,Zebulon,27597
1144,0.44,177000,6/28/18,18-Jun,2018,1964,1964,1479,One Story,Conventional,2 Bath,E,Raleigh,27613
1147,0.14,349000,2/16/18,18-Feb,2018,1929,1929,1365,One Story,Conventional,2½ Bath,ALL,Raleigh,27608
1148,0.33,152000,1/21/09,9-Jan,2009,1961,1961,1894,One Story,Split level,2 Bath,ALL,Raleigh,27604
1149,0.31,415000,4/23/02,2-Apr,2002,1929,1929,3986,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1153,0.25,88500,11/15/99,Nov-99,1999,1968,1968,1390,One Story,Ranch,1 ½ Bath,ALL,Raleigh,27610
1155,1.02,257500,5/19/15,15-May,2015,1955,1955,2426,Two Story,Conventional,2 Bath,ALL,Raleigh,27610
1157,0.33,180000,3/30/01,1-Mar,2001,1971,1971,2205,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1160,0.79,240000,7/16/07,7-Jul,2007,1962,1962,2673,One Story,Conventional,2½ Bath,WSE,Zebulon,27597
1166,0.33,65000,2/28/07,7-Feb,2007,1977,1977,1040,One Story,Ranch,1 ½ Bath,WSE,Zebulon,27597
1168,0.58,42000,1/1/76,Jan-76,1976,1966,1966,1798,One Story,Conventional,2 Bath,E,Raleigh,27604
1170,0.21,125000,9/29/16,16-Sep,2016,1962,1962,1144,One Story,Ranch,1 ½ Bath,ALL,Raleigh,27604
1171,0.33,115000,1/28/20,20-Jan,2020,1910,1910,1716,One Story,Conventional,1 Bath,WSE,Zebulon,27597
1172,0.35,12000,1/1/70,Jan-70,1970,1952,1952,1400,One Story,Conventional,1 Bath,ALL,Garner,27529
1173,1.13,101000,9/5/08,8-Sep,2008,1970,1970,1680,One Story,Conventional,2 Bath,E,Zebulon,27597
1174,0.21,347500,6/4/21,21-Jun,2021,1949,1949,768,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1179,0.46,75000,2/27/85,Feb-85,1985,1969,1969,1579,One Story,Conventional,2 Bath,E,Raleigh,27604
1181,1.28,147000,1/24/13,13-Jan,2013,1967,1967,1330,One Story,Ranch,1 ½ Bath,E,Wake Forest,27587
1183,0.46,145000,10/5/20,20-Oct,2020,1966,1966,875,One Story,Conventional,1 Bath,E,Wendell,27591
1184,0.22,65500,8/29/12,12-Aug,2012,1954,1954,1012,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1188,0.19,12500,1/1/75,Jan-75,1975,1946,1946,1220,One Story,Conventional,1 Bath,ALL,Wake Forest,27587
1192,0.24,395000,8/16/19,19-Aug,2019,1959,1959,1491,One Story,Ranch,2 Bath,ALL,Raleigh,27604
1193,0.32,157000,7/16/93,Jul-93,1993,1958,1958,2942,One Story,Conventional,3½ Bath,ALL,Raleigh,27609
1194,1,120000,6/13/06,6-Jun,2006,1967,1967,1596,One Story,Conventional,1 ½ Bath,E,Zebulon,27597
1196,0.2,12500,9/2/86,Sep-86,1986,1957,1957,1344,One Story,Conventional,1 ½ Bath,WSE,Wendell,27591
1197,0.46,97000,9/22/00,Sep-00,2000,1959,1959,1040,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1200,0.49,139000,4/5/07,7-Apr,2007,1915,1915,1928,One Story,Conventional,2 Bath,WSE,Wendell,27591
1201,0.24,39000,1/1/79,Jan-79,1979,1961,1961,1325,One Story,Ranch,2 Bath,ALL,Raleigh,27610
1202,0.46,103000,1/20/16,16-Jan,2016,1990,1990,1182,One Story,Conventional,2 Bath,E,Garner,27529
1203,0.92,3000,1/1/71,Jan-71,1971,1971,1971,1402,One Story,Conventional,2 Bath,E,Wake Forest,27587
1205,0.47,50000,7/5/07,7-Jul,2007,1964,1964,2025,One Story,Ranch,2½ Bath,WSE,Wendell,27591
1206,0.26,3000,8/21/19,19-Aug,2019,1952,2020,2822,One Story,Conventional,3½ Bath,ALL,Raleigh,27605
1207,0.39,100000,10/4/01,1-Oct,2001,1965,1965,1175,One Story,Conventional,1 ½ Bath,ALL,Wake Forest,27587
1209,0.53,105000,2/18/13,13-Feb,2013,1966,1966,1400,One Story,Ranch,1 ½ Bath,WE,Rolesville,27571
1210,0.28,225000,6/21/10,10-Jun,2010,1968,1968,2292,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1211,0.2,72500,9/14/05,5-Sep,2005,1959,1959,1188,One Story,Ranch,1 ½ Bath,ALL,Raleigh,27610
1213,0.22,179000,5/12/16,16-May,2016,1956,1956,1012,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1214,0.31,109000,5/12/92,May-92,1992,1970,1970,1959,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1216,0.65,76500,1/1/75,Jan-75,1975,1971,1971,3526,One Story,Conventional,3 Bath,WGE,Raleigh,27613
1217,0.94,240000,7/26/02,2-Jul,2002,1972,2019,2524,One Story,Split level,3 Bath,E,Raleigh,27615
1218,0.43,128500,10/30/86,Oct-86,1986,1970,1970,2186,Other,Conventional,2½ Bath,ALL,Raleigh,27609
1221,0.2,67000,8/12/11,11-Aug,2011,1950,1950,755,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1222,0.41,194500,11/12/04,4-Nov,2004,1969,1969,2619,One Story,Split level,2½ Bath,ALL,Raleigh,27610
1224,0.31,477000,5/26/11,11-May,2011,1950,2008,1963,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1227,0.18,170000,8/7/19,19-Aug,2019,2006,2006,1077,One Story,Conventional,2 Bath,WSE,Fuquay Varina,27526
1229,0.34,312000,6/26/91,Jun-91,1991,1946,1946,3508,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1231,0.26,98500,8/28/84,Aug-84,1984,1927,1927,1876,Two Story,Conventional,2½ Bath,ALL,Raleigh,27608
1232,0.68,540000,3/16/93,Mar-93,1993,1965,1965,4852,Other,Conventional,3½ Bath,ALL,Raleigh,27607
1235,0.36,67000,1/1/78,Jan-78,1978,1968,1968,2809,One Story,Conventional,2½ Bath,ALL,Raleigh,27612
1236,0.23,95000,5/27/88,May-88,1988,1940,1940,1419,One Story,Conventional,1 Bath,ALL,Raleigh,27608
1248,0.6,167000,9/16/82,Sep-82,1982,1993,1993,2964,One Story,Conventional,3 Bath,ALL,Cary,27511
1249,0.45,20000,1/1/71,Jan-71,1971,1961,1961,1584,One Story,Conventional,2½ Bath,E,Raleigh,27610
1251,0.21,290000,6/30/99,Jun-99,1999,1941,1941,1972,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1251,0.21,290000,6/30/99,Jun-99,1999,2006,2006,448,One Story,Conventional,1 Bath,ALL,Raleigh,27608
1252,0.4,150000,7/17/15,15-Jul,2015,1956,1956,1736,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1253,0.37,583000,3/17/16,16-Mar,2016,1947,1947,2852,One Story,Conventional,2½ Bath,,Raleigh,27608
1254,1,93000,5/2/89,May-89,1989,1967,1967,3016,One Story,Conventional,Other,E,Wake Forest,27587
1258,3.23,60000,8/31/93,Aug-93,1993,1981,1981,1114,Other,Conventional,2 Bath,ALL,Garner,27529
