Real_Estate_Id,Deeded_Acreage,Total_Sale_Price,Total_Sale_Date,Month_Year_of_Sale,Year_of_Sale,Year_Built,Year_Remodeled,Heated_Area,Num_Stories,Design_Style,Bath,Utilities,Physical_City,Physical_Zip
1259,0.49,77000,4/24/84,Apr-84,1984,1953,1953,3058,One Story,Conventional,3½ Bath,ALL,Raleigh,27606
1260,0.37,25000,11/7/07,7-Nov,2007,1987,1987,984,One Story,Conventional,2 Bath,ALL,Garner,27529
1263,0.11,0,10/1/85,Oct-85,1985,1930,1930,1191,One Story,Conventional,2 Bath,ALL,Raleigh,27604
1264,0.14,55500,8/14/97,Aug-97,1997,1915,1915,1424,Other,Conventional,2 Bath,ALL,Raleigh,27601
1270,0.5,120000,3/26/96,Mar-96,1996,1960,1960,1544,One Story,Conventional,Other,WSE,Raleigh,27603
1271,0.38,175000,10/14/16,16-Oct,2016,1959,1959,2037,One Story,Ranch,3 Bath,ALL,Garner,27529
1272,0.27,204000,9/28/07,7-Sep,2007,1968,1968,1946,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1273,0.21,220000,5/29/14,14-May,2014,1956,1956,936,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1274,0.3,450000,2/5/08,8-Feb,2008,1953,1953,3856,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1276,0.44,160000,7/24/15,15-Jul,2015,1969,1969,1620,One Story,Conventional,2 Bath,ALL,Raleigh,27603
1277,0.29,63000,9/21/95,Sep-95,1995,1960,1960,1714,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1278,0.27,32000,8/28/18,18-Aug,2018,1920,2020,1212,One Story,Conventional,1 Bath,WSE,Knightdale,27545
1286,1.89,295000,6/16/97,Jun-97,1997,1973,1973,4136,Other,Conventional,Other,E,Raleigh,27606
1289,0.17,559000,8/28/20,20-Aug,2020,1920,1920,1498,One Story,Conventional,1 Bath,ALL,Raleigh,27605
1290,0.11,144000,12/10/97,Dec-97,1997,1950,2009,2658,Other,Conventional,3 Bath,ALL,Raleigh,27605
1291,0.37,606000,7/19/19,19-Jul,2019,1930,1930,1699,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1292,0.39,300000,6/16/17,17-Jun,2017,1954,1954,2575,One Story,Conventional,2½ Bath,WSE,Fuquay Varina,27526
1293,0.35,358000,2/28/18,18-Feb,2018,1971,1971,2485,One Story,Split Foyer,3 Bath,ALL,Raleigh,27615
1294,1.36,155000,2/9/10,10-Feb,2010,1964,1964,1680,One Story,Conventional,2½ Bath,E,Wake Forest,27587
1295,2.25,74000,4/23/03,3-Apr,2003,1961,1961,989,One Story,Conventional,1 Bath,E,Garner,27529
1296,0.2,121500,12/22/00,Dec-00,2000,1930,1930,1870,Other,Conventional,2½ Bath,ALL,Raleigh,27607
1297,0.22,107500,7/13/07,7-Jul,2007,1949,1949,2316,Other,Conventional,2½ Bath,WSE,Fuquay Varina,27526
1300,0.25,26000,1/1/70,Jan-70,1970,1970,1970,1727,One Story,Conventional,2½ Bath,ALL,Raleigh,27610
1302,0.41,250000,11/20/14,14-Nov,2014,1967,1967,2318,Other,Conventional,3 Bath,ALL,Cary,27511
1304,6.4,286000,8/26/11,11-Aug,2011,1963,1963,2015,One Story,Ranch,2½ Bath,ALL,Garner,27529
1307,0.35,390000,6/14/10,10-Jun,2010,1946,1946,1707,Other,Conventional,2 Bath,ALL,Raleigh,27607
1309,0.47,229000,12/7/12,12-Dec,2012,1961,2016,2376,One Story,Conventional,3 Bath,ALL,Raleigh,27609
1315,0.19,505000,10/25/16,16-Oct,2016,1925,1925,1967,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1317,0.35,2500,1/1/79,Jan-79,1979,1987,1987,1269,One Story,Conventional,2 Bath,ALL,Wake Forest,27587
1319,0.23,125000,2/6/20,20-Feb,2020,1950,1950,930,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
1322,0.09,195000,8/22/19,19-Aug,2019,1930,1930,1122,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1323,0.15,199500,6/14/11,11-Jun,2011,1925,2017,2008,One Story,Conventional,2 Bath,ALL,Raleigh,27605
1326,1.87,314000,3/23/07,7-Mar,2007,1999,1999,2420,One Story,Conventional,3 Bath,WSE,Wake Forest,27587
1327,0.77,179000,7/29/19,19-Jul,2019,1910,1910,1401,One Story,Conventional,1 Bath,E,Wake Forest,27587
1330,0.59,180000,4/19/13,13-Apr,2013,1969,2015,2814,One Story,Split level,3 Bath,ALL,Raleigh,27615
1335,0.17,380000,6/20/14,14-Jun,2014,1928,1928,2334,One Story,Conventional,3½ Bath,ALL,Raleigh,27608
1338,0.17,210000,11/30/06,6-Nov,2006,1923,2017,1734,One Story,Conventional,2 Bath,ALL,Raleigh,27604
1342,0.28,27000,1/1/72,Jan-72,1972,1971,1971,1425,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1344,0.59,39500,7/1/05,5-Jul,2005,1968,1968,640,One Story,Conventional,1 Bath,E,Wake Forest,27587
1345,0.72,230000,7/5/85,Jul-85,1985,1966,1966,2815,Other,Conventional,2½ Bath,ALL,Raleigh,27612
1346,0.26,358000,7/29/16,16-Jul,2016,1956,2016,1674,One Story,Conventional,1 Bath,ALL,Raleigh,27607
1347,0.97,98500,2/24/87,Feb-87,1987,1970,1970,2126,One Story,Ranch,2 Bath,ALL,Cary,27511
1349,0.58,90000,3/29/16,16-Mar,2016,1994,1994,1248,One Story,Conventional,2 Bath,ALL,Apex,27502
1350,0.15,551500,11/2/09,9-Nov,2009,1930,1930,3017,Other,Conventional,3 Bath,ALL,Raleigh,27608
1351,0.3,29000,1/1/72,Jan-72,1972,1971,1971,1617,One Story,Conventional,1 ½ Bath,ALL,Cary,27511
1353,0.46,170000,8/22/18,18-Aug,2018,1957,2018,1900,One Story,Split level,3 Bath,E,Raleigh,27604
1354,0.78,2000,8/8/19,19-Aug,2019,1967,1967,1622,One Story,Conventional,2 Bath,E,Raleigh,27603
1355,0.53,11000,2/23/95,Feb-95,1995,1908,1908,1160,One Story,Conventional,1 Bath,ALL,Raleigh,27603
1356,0.2,255000,7/18/14,14-Jul,2014,1943,1943,1446,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1357,0.46,70000,6/20/14,14-Jun,2014,1967,1967,2131,One Story,Split level,2½ Bath,E,Raleigh,27604
1358,1.05,55000,12/22/86,Dec-86,1986,1970,1970,1203,One Story,Conventional,1 Bath,E,Garner,27529
1360,1.31,152000,6/7/00,Jun-00,2000,1965,1965,2966,One Story,Conventional,2 Bath,E,Raleigh,27616
1361,0.22,62000,3/25/93,Mar-93,1993,1950,1950,1326,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1366,0.41,27500,1/1/78,Jan-78,1978,1972,1972,1253,One Story,Ranch,1 ½ Bath,E,Wendell,27591
1369,0.25,40000,6/3/87,Jun-87,1987,1972,1972,1216,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27604
1370,0.36,340000,4/30/20,20-Apr,2020,1963,2008,2196,One Story,Split level,2 Bath,ALL,Raleigh,27606
1371,0.31,94000,6/7/91,Jun-91,1991,1968,1968,2081,One Story,Split Foyer,2½ Bath,ALL,Raleigh,27604
1373,0.18,70000,5/29/19,19-May,2019,1959,1959,975,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1374,0.4,43000,1/1/73,Jan-73,1973,1970,1970,2253,One Story,Split Foyer,2½ Bath,ALL,Raleigh,27609
1377,0.46,257500,9/1/20,20-Sep,2020,1965,1965,1741,One Story,Conventional,2 Bath,WSE,Garner,27529
1378,0.28,245000,12/21/16,16-Dec,2016,1967,1967,1915,One Story,Split level,2½ Bath,ALL,Cary,27511
1382,0.46,59000,11/13/91,Nov-91,1991,1960,1960,1008,One Story,Conventional,1 Bath,WSE,Garner,27529
1385,0.39,675000,4/1/20,20-Apr,2020,1964,2017,2290,One Story,Conventional,2½ Bath,ALL,Raleigh,27609
1386,0.29,278500,1/22/21,21-Jan,2021,1967,1967,2164,One Story,Split level,3½ Bath,ALL,Raleigh,27603
1387,0.52,188000,5/24/10,10-May,2010,1961,1961,1416,One Story,Ranch,1 ½ Bath,WSE,Raleigh,27609
1388,1.62,104000,3/10/15,15-Mar,2015,1910,1910,1239,One Story,Conventional,1 Bath,GE,Raleigh,27604
1389,0.75,107000,6/18/98,Jun-98,1998,1977,1977,1125,One Story,Conventional,2 Bath,GE,Raleigh,27604
1394,0.34,72000,8/16/02,2-Aug,2002,1940,1940,1011,One Story,Conventional,1 Bath,WSE,Fuquay Varina,27526
1396,0.23,71500,6/13/97,Jun-97,1997,1963,1963,1000,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1400,0.58,370000,6/2/04,4-Jun,2004,1901,1901,4308,Other,Conventional,Other,ALL,Wake Forest,27587
1403,0.46,2000,1/1/72,Jan-72,1972,2015,2015,1838,One Story,Conventional,2 Bath,E,Raleigh,27615
1405,0.26,900000,6/20/16,16-Jun,2016,1938,2006,3031,Other,Conventional,2½ Bath,ALL,Raleigh,27608
1406,0.3,131000,12/14/98,Dec-98,1998,1969,1969,1986,One Story,Split level,2 Bath,ALL,Raleigh,27603
1407,6.17,541000,5/21/14,14-May,2014,2014,2014,3951,Two Story,Conventional,3 Bath,E,Wake Forest,27587
1413,0.46,602000,4/12/19,19-Apr,2019,1956,1956,1792,One Story,Conventional,3 Bath,ALL,Raleigh,27608
1416,0.61,47000,10/20/10,10-Oct,2010,1955,1955,1092,One Story,Conventional,1 Bath,ALL,Garner,27529
1417,0.39,105000,3/30/00,Mar-00,2000,1969,1969,1292,One Story,Ranch,1 ½ Bath,WE,Garner,27529
1418,0.15,56000,3/27/17,17-Mar,2017,1930,1930,708,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1419,0.09,415000,3/28/18,18-Mar,2018,2017,2017,1576,Other,Contemporary,2½ Bath,ALL,Raleigh,27601
1423,0.06,1000,7/21/04,4-Jul,2004,1915,1915,586,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1424,0.07,50000,6/20/13,13-Jun,2013,1920,1920,992,One Story,Conventional,1 Bath,ALL,Raleigh,27603
1425,0.14,62500,7/8/99,Jul-99,1999,1923,1923,2369,One Story,Conventional,3 Bath,ALL,Raleigh,27603
1427,0.29,54500,5/21/82,May-82,1982,1968,1968,1815,One Story,Split level,2 Bath,ALL,Garner,27529
1428,0.47,83000,10/28/86,Oct-86,1986,1985,1985,1242,One Story,Conventional,2 Bath,E,Raleigh,27603
1429,0.49,107500,11/25/14,14-Nov,2014,1985,1985,1568,One Story,Conventional,2 Bath,E,Raleigh,27603
1430,0.48,80000,4/30/86,Apr-86,1986,1985,1985,1302,One Story,Conventional,2 Bath,E,Raleigh,27603
1431,0.23,136000,2/13/01,1-Feb,2001,1968,1968,1793,One Story,Split level,2 Bath,ALL,Raleigh,27603
1433,0.59,611000,10/4/18,18-Oct,2018,1961,2017,2490,One Story,Conventional,3 Bath,ALL,Raleigh,27609
1434,0.16,470000,6/12/13,13-Jun,2013,1920,2019,2693,One Story,Conventional,3½ Bath,ALL,Raleigh,27605
1436,0.51,142500,12/11/96,Dec-96,1996,1966,1966,2193,One Story,Ranch,2 Bath,WGE,Raleigh,27607
1442,0.85,0,4/23/86,Apr-86,1986,1969,1969,1272,One Story,Conventional,1 Bath,E,Fuquay Varina,27526
1442,0.85,0,4/23/86,Apr-86,1986,1969,1969,1026,One Story,Conventional,1 Bath,E,Fuquay Varina,27526
1443,0.23,225000,6/14/10,10-Jun,2010,2020,2020,2974,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1446,0.49,262000,10/9/95,Oct-95,1995,1962,1962,2103,One Story,Split level,3 Bath,ALL,Raleigh,27612
1447,0.32,63000,5/5/86,May-86,1986,1959,1959,1176,One Story,Ranch,1 ½ Bath,ALL,Garner,27529
1448,0.33,195000,4/21/17,17-Apr,2017,1969,1969,1580,One Story,Ranch,2 Bath,ALL,Cary,27511
1449,0.19,650000,6/25/21,21-Jun,2021,1927,1927,2978,One Story,Conventional,3 Bath,ALL,Raleigh,27608
1456,2.81,510000,3/16/18,18-Mar,2018,1994,1994,3349,Other,Conventional,3½ Bath,WSE,Raleigh,27614
1457,0.15,335000,6/16/04,4-Jun,2004,1920,1920,2317,One Story,Conventional,2 Bath,ALL,Raleigh,27601
1459,0.18,350000,5/17/21,21-May,2021,1949,1949,1008,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1460,0.17,362000,3/6/18,18-Mar,2018,1926,1926,1140,One Story,Conventional,1 Bath,ALL,Raleigh,27608
1461,0.57,155000,6/28/13,13-Jun,2013,1971,1971,1753,One Story,Split level,2½ Bath,WGE,Raleigh,27604
1462,0.15,538000,2/8/21,21-Feb,2021,1923,1923,1628,One Story,Conventional,2 Bath,ALL,Raleigh,27604
1463,0.1,485000,4/1/19,19-Apr,2019,2018,2018,2006,Other,Conventional,2½ Bath,ALL,Raleigh,27610
1467,0.47,28000,1/1/76,Jan-76,1976,1971,1971,1395,One Story,Conventional,1 ½ Bath,E,Apex,27502
1468,0.32,117000,3/28/94,Mar-94,1994,1970,1970,1911,One Story,Split Foyer,2 Bath,ALL,Garner,27529
1469,0.29,69000,9/30/11,11-Sep,2011,1968,2019,720,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1470,0.33,520000,1/30/15,15-Jan,2015,2014,2014,3042,Other,Conventional,2½ Bath,ALL,Raleigh,27604
1472,0.29,2000,8/12/82,Aug-82,1982,1963,1963,1950,One Story,Ranch,2 Bath,WSE,Garner,27529
1473,0.37,35500,1/1/76,Jan-76,1976,1967,1967,1636,One Story,Ranch,2 Bath,ALL,Garner,27529
1477,12.54,375000,9/9/03,3-Sep,2003,1920,1920,2434,Two Story,Conventional,2½ Bath,E,Apex,27502
1477,12.54,375000,9/9/03,3-Sep,2003,1942,1942,1772,One Story,Conventional,1 ½ Bath,E,Apex,27502
1478,0.49,235000,2/22/19,19-Feb,2019,2018,2018,1750,Other,Conventional,2½ Bath,E,Raleigh,27603
1479,0.69,270000,6/15/16,16-Jun,2016,1964,1964,1996,One Story,Conventional,3 Bath,E,Raleigh,27615
1491,0.26,345000,9/24/12,12-Sep,2012,1955,1955,1514,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27608
1494,0.14,373500,8/28/14,14-Aug,2014,2001,2001,1962,Other,Conventional,3½ Bath,ALL,Raleigh,27601
1496,0.57,267500,5/27/03,3-May,2003,1969,1969,2149,One Story,Conventional,3 Bath,WGE,Raleigh,27612
1498,1.1,90000,11/19/93,Nov-93,1993,1967,1967,1492,One Story,Conventional,1 ½ Bath,E,Raleigh,27606
1499,0.34,108000,12/2/99,Dec-99,1999,1971,1971,1142,One Story,Ranch,2 Bath,ALL,Garner,27529
1506,0.2,113000,8/4/06,6-Aug,2006,1950,1950,820,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1507,0.22,435000,4/18/16,16-Apr,2016,1957,2015,1800,One Story,Conventional,2 Bath,ALL,Raleigh,27601
1508,0.33,48000,9/14/84,Sep-84,1984,1976,1976,1515,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1509,0.39,62000,6/23/16,16-Jun,2016,1945,1945,1411,One Story,Conventional,2 Bath,ALL,Raleigh,27603
1510,1,40000,1/1/79,Jan-79,1979,1961,1961,975,One Story,Ranch,1 Bath,E,Raleigh,27603
1511,0.36,330000,9/20/19,19-Sep,2019,1965,1965,2744,One Story,Split Foyer,3 Bath,ALL,Raleigh,27612
1514,0.26,849000,6/26/20,20-Jun,2020,1960,2018,2142,One Story,Contemporary,3½ Bath,ALL,Raleigh,27601
1515,0.26,130000,5/15/08,8-May,2008,1956,1956,1012,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1516,0.24,287000,6/8/16,16-Jun,2016,1960,1960,1418,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1525,0.78,276500,7/9/21,21-Jul,2021,1950,1950,1580,One Story,Conventional,2 Bath,E,Raleigh,27604
1526,0.04,368000,5/13/19,19-May,2019,2015,2015,1280,Other,Conventional,2½ Bath,ALL,Raleigh,27601
1527,0.04,330000,12/4/19,19-Dec,2019,2011,2011,1216,Other,Conventional,2½ Bath,ALL,Raleigh,27601
1532,0.1,308000,5/19/15,15-May,2015,1894,2018,1697,Other,Conventional,2½ Bath,ALL,Raleigh,27601
1533,0.07,12500,4/13/12,12-Apr,2012,1920,1920,697,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1534,0.08,12500,4/13/12,12-Apr,2012,1920,1920,697,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1537,0.04,262500,5/6/16,16-May,2016,2007,2007,1280,Other,Conventional,2 Bath,ALL,Raleigh,27601
1538,0.1,222500,8/11/14,14-Aug,2014,2003,2003,1080,One Story,Conventional,2 Bath,ALL,Raleigh,27601
1539,0.18,775000,1/13/21,21-Jan,2021,2013,2013,2696,Other,Conventional,3 Bath,ALL,Raleigh,27608
1540,0.14,185000,12/15/06,6-Dec,2006,1980,1980,1137,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1541,0.2,340000,12/23/19,19-Dec,2019,1951,1951,1230,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27604
1542,1.4,138000,11/25/15,15-Nov,2015,1978,1978,2158,One Story,Ranch,2 Bath,GE,Raleigh,27604
1549,0.76,225000,9/21/15,15-Sep,2015,1966,1966,2412,One Story,Conventional,2½ Bath,GE,Raleigh,27604
1551,0.38,385000,5/22/19,19-May,2019,1956,1956,1323,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1552,0.23,281000,6/28/13,13-Jun,2013,1938,1938,1174,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27608
1554,0.59,430000,6/24/20,20-Jun,2020,1960,1960,1349,One Story,Ranch,3 Bath,ALL,Raleigh,27609
1556,0.54,1500,1/1/78,Jan-78,1978,1979,1979,1641,One Story,Conventional,1 ½ Bath,E,Raleigh,27607
1560,0.32,143000,12/28/01,1-Dec,2001,1957,1957,1716,One Story,Conventional,2 Bath,ALL,Cary,27511
1561,0.49,770000,5/29/13,13-May,2013,1969,1969,4392,Other,Conventional,3½ Bath,ALL,Raleigh,27609
1563,1.04,3500,1/13/21,21-Jan,2021,1970,1970,2046,Other,Conventional,2½ Bath,ALL,Raleigh,27614
1564,0.25,953000,7/27/17,17-Jul,2017,2016,2016,3997,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1565,0.34,815000,5/29/20,20-May,2020,2019,2019,3161,Other,Conventional,3 Bath,ALL,Raleigh,27609
1567,0.31,103000,7/7/05,5-Jul,2005,1960,1960,1755,One Story,Ranch,2 Bath,ALL,Cary,27513
1569,0.34,1670000,12/2/19,19-Dec,2019,1928,2016,3873,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1571,0.45,150000,12/6/17,17-Dec,2017,1965,1965,2003,One Story,Split level,2 Bath,ALL,Raleigh,27604
1572,0.25,72500,4/24/92,Apr-92,1992,1957,1957,1413,One Story,Conventional,2 Bath,ALL,Raleigh,27604
1574,0.13,340500,12/1/06,6-Dec,2006,1950,1950,1241,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1575,0.34,34500,5/22/03,3-May,2003,2008,2008,1728,One Story,Conventional,2½ Bath,E,Raleigh,27606
1576,0.59,289000,7/7/14,14-Jul,2014,1966,1966,2627,One Story,Split level,3 Bath,ALL,Cary,27511
1578,0.19,125000,3/14/19,19-Mar,2019,1945,1945,992,One Story,Conventional,1 Bath,WSE,Wendell,27591
1579,0.51,142500,8/30/04,4-Aug,2004,1957,1957,1825,One Story,Conventional,2 Bath,ALL,Raleigh,27606
1581,0.5,105000,7/29/96,Jul-96,1996,1970,1970,1296,One Story,Conventional,1 ½ Bath,E,Raleigh,27604
1582,0.32,492000,12/6/06,6-Dec,2006,1951,1951,2224,Other,Conventional,3 Bath,ALL,Raleigh,27609
1584,0.16,1200000,12/21/20,20-Dec,2020,1920,1920,2991,Other,Conventional,3 Bath,ALL,Raleigh,27605
1585,0.1,332000,6/28/18,18-Jun,2018,1925,1925,1410,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1587,0.29,190000,12/14/01,1-Dec,2001,1967,1967,3674,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1588,0.34,52000,4/2/91,Apr-91,1991,1969,1969,1107,One Story,Ranch,1 ½ Bath,WE,Garner,27529
1590,0.46,200000,4/1/20,20-Apr,2020,1947,1947,2562,Other,Conventional,2 Bath,WSE,Zebulon,27597
1591,1,158000,11/14/18,18-Nov,2018,1970,1970,1266,One Story,Conventional,1 ½ Bath,E,Zebulon,27597
1593,0.33,60000,3/3/03,3-Mar,2003,1965,1965,1000,One Story,Ranch,1 Bath,WE,Garner,27529
1595,0.39,530000,6/15/10,10-Jun,2010,1961,2019,2560,One Story,Conventional,2½ Bath,ALL,Raleigh,27612
1596,0.24,81000,10/31/91,Oct-91,1991,1950,1950,1299,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27607
1597,0.3,200000,11/13/09,9-Nov,2009,1963,1963,1707,One Story,Split level,2 Bath,ALL,Cary,27511
1598,0.44,340000,2/19/19,19-Feb,2019,1966,1966,1791,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1599,0.6,290000,8/10/18,18-Aug,2018,1963,1963,1687,One Story,Ranch,2 Bath,WE,Raleigh,27613
1600,0.46,144000,6/1/99,Jun-99,1999,1958,1958,1592,One Story,Split level,1 ½ Bath,ALL,Raleigh,27606
1601,0.24,16000,1/1/74,Jan-74,1974,1955,1955,972,One Story,Conventional,1 Bath,ALL,Raleigh,27606
1602,0.16,160000,8/2/05,5-Aug,2005,1933,1933,1500,Two Story,Conventional,2 Bath,ALL,Raleigh,27604
1603,0.64,260000,6/1/87,Jun-87,1987,1941,1941,5328,Other,Conventional,2½ Bath,ALL,Raleigh,27609
1605,0.42,116500,5/6/94,May-94,1994,1963,1963,2393,One Story,Split level,2½ Bath,ALL,Raleigh,27603
1606,0.56,385000,12/14/12,12-Dec,2012,1948,1948,3273,One Story,Conventional,2½ Bath,ALL,Raleigh,27608
1607,0.4,165000,6/23/00,Jun-00,2000,1965,1965,2112,One Story,Split level,2 Bath,ALL,Raleigh,27606
1608,0.6,97500,9/5/89,Sep-89,1989,1972,1972,2218,One Story,Split level,2½ Bath,E,Cary,27511
1611,12,571000,7/19/19,19-Jul,2019,1978,1978,2896,One Story,Split level,3½ Bath,E,Raleigh,27616
1613,0.2,15500,1/1/77,Jan-77,1977,1950,1950,796,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1614,0.48,175000,8/21/17,17-Aug,2017,1965,1965,1404,One Story,Conventional,2 Bath,GE,Raleigh,27604
1615,0.18,333500,8/3/17,17-Aug,2017,1948,2015,1488,Two Story,Conventional,1 Bath,ALL,Raleigh,27608
1619,0.32,34000,1/1/71,Jan-71,1971,1972,1972,1713,One Story,Split level,1 ½ Bath,ALL,Cary,27511
1620,0.21,1000,7/30/87,Jul-87,1987,1948,1948,968,One Story,Conventional,1 Bath,WSE,Wendell,27591
1625,2.23,219000,8/8/94,Aug-94,1994,1984,1984,2620,One Story,Conventional,3½ Bath,WGE,Raleigh,27613
1626,0.46,55000,1/1/78,Jan-78,1978,1968,1968,2241,One Story,Ranch,2 Bath,WGE,Raleigh,27607
1627,1.08,225000,12/8/17,17-Dec,2017,1920,1920,2767,Two Story,Conventional,1 Bath,E,Wendell,27591
1634,0.4,350000,6/29/98,Jun-98,1998,1959,1959,2346,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1635,0.32,77000,8/1/84,Aug-84,1984,1967,1967,1875,One Story,Split level,2½ Bath,ALL,Cary,27511
1636,0.49,405000,12/10/10,10-Dec,2010,1962,1962,2428,One Story,Split level,3 Bath,ALL,Raleigh,27609
1637,0.2,241000,12/28/18,18-Dec,2018,1955,1955,1012,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1640,0.17,2500,10/6/05,5-Oct,2005,1960,1960,864,One Story,Conventional,2 Bath,ALL,Wake Forest,27587
1641,0.17,17000,3/4/96,Mar-96,1996,1930,1930,832,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1644,0.25,50000,7/26/16,16-Jul,2016,1964,1964,1856,One Story,Ranch,1 ½ Bath,ALL,Raleigh,27610
1650,0.1,44500,10/3/95,Oct-95,1995,1935,1935,1060,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1652,0.26,33500,1/1/72,Jan-72,1972,1971,1971,2048,One Story,Split Foyer,2½ Bath,ALL,Raleigh,27610
1653,0.31,310000,12/5/19,19-Dec,2019,1969,1969,1815,One Story,Split level,2½ Bath,ALL,Raleigh,27610
1658,0.66,110000,11/20/15,15-Nov,2015,1970,1970,1458,One Story,Conventional,2 Bath,E,Cary,27513
